2025-09-02 16:30:11.215 | SUCCESS  | core.db.database:start_async_mongodb:69 - MongoDB connection started successfully
2025-09-02 16:30:11.288 | SUCCESS  | core.schedule:start_scheduler:122 - Scheduler started successfully
2025-09-02 16:30:11.288 | SUCCESS  | __main__:start:14 - started all entry functions
2025-09-02 16:31:11.318 | INFO     | core.schedule:dispatch_jobs:110 - Scheduled jobs: dispatch_jobs (trigger: interval[0:01:00], next run at: 2025-09-02 11:02:11 UTC), save_recent_and_next_two_contests (trigger: date[2025-09-02 11:02:11 UTC], next run at: 2025-09-02 11:02:11 UTC), update_last_contests (trigger: date[2025-09-02 11:11:11 UTC], next run at: 2025-09-02 11:11:11 UTC)
2025-09-02 16:32:11.278 | INFO     | core.schedule:dispatch_jobs:110 - Scheduled jobs: save_recent_and_next_two_contests (trigger: date[2025-09-02 11:02:11 UTC], next run at: 2025-09-02 11:02:11 UTC), dispatch_jobs (trigger: interval[0:01:00], next run at: 2025-09-02 11:03:11 UTC), save_recent_and_next_two_contests (trigger: date[2025-09-02 11:03:11 UTC], next run at: 2025-09-02 11:03:11 UTC), update_last_contests (trigger: date[2025-09-02 11:11:11 UTC], next run at: 2025-09-02 11:11:11 UTC), update_last_contests (trigger: date[2025-09-02 11:12:11 UTC], next run at: 2025-09-02 11:12:11 UTC)
2025-09-02 16:32:11.294 | INFO     | core.utils:async_wrapper:72 - save_recent_and_next_two_contests starting...
2025-09-02 16:32:11.295 | INFO     | core.crawler.utils:multi_http_request:44 - remaining=0.00% wait_time=0 requests_list=[('req', 0)]
2025-09-02 16:32:12.849 | WARNING  | core.crawler.utils:multi_http_request:61 - Request failed: request={'url': 'https://leetcode.com/contest/', 'method': 'GET'} status: 403
2025-09-02 16:32:12.850 | INFO     | core.crawler.utils:multi_http_request:44 - remaining=0.00% wait_time=1 requests_list=[('req', 1)]
2025-09-02 16:32:15.014 | WARNING  | core.crawler.utils:multi_http_request:61 - Request failed: request={'url': 'https://leetcode.com/contest/', 'method': 'GET'} status: 403
2025-09-02 16:32:15.014 | INFO     | core.crawler.utils:multi_http_request:44 - remaining=0.00% wait_time=1 requests_list=[('req', 2)]
2025-09-02 16:32:17.297 | WARNING  | core.crawler.utils:multi_http_request:61 - Request failed: request={'url': 'https://leetcode.com/contest/', 'method': 'GET'} status: 403
2025-09-02 16:32:17.297 | INFO     | core.crawler.utils:multi_http_request:44 - remaining=0.00% wait_time=1 requests_list=[('req', 3)]
2025-09-02 16:32:19.494 | WARNING  | core.crawler.utils:multi_http_request:61 - Request failed: request={'url': 'https://leetcode.com/contest/', 'method': 'GET'} status: 403
2025-09-02 16:32:19.495 | INFO     | core.crawler.utils:multi_http_request:44 - remaining=0.00% wait_time=1 requests_list=[('req', 4)]
2025-09-02 16:32:21.784 | WARNING  | core.crawler.utils:multi_http_request:61 - Request failed: request={'url': 'https://leetcode.com/contest/', 'method': 'GET'} status: 403
2025-09-02 16:32:21.785 | INFO     | core.crawler.utils:multi_http_request:44 - remaining=0.00% wait_time=1 requests_list=[('req', 5)]
2025-09-02 16:32:24.018 | WARNING  | core.crawler.utils:multi_http_request:61 - Request failed: request={'url': 'https://leetcode.com/contest/', 'method': 'GET'} status: 403
2025-09-02 16:32:24.018 | INFO     | core.crawler.utils:multi_http_request:44 - remaining=0.00% wait_time=1 requests_list=[('req', 6)]
2025-09-02 16:32:26.258 | WARNING  | core.crawler.utils:multi_http_request:61 - Request failed: request={'url': 'https://leetcode.com/contest/', 'method': 'GET'} status: 403
2025-09-02 16:32:26.258 | INFO     | core.crawler.utils:multi_http_request:44 - remaining=0.00% wait_time=1 requests_list=[('req', 7)]
2025-09-02 16:32:28.503 | WARNING  | core.crawler.utils:multi_http_request:61 - Request failed: request={'url': 'https://leetcode.com/contest/', 'method': 'GET'} status: 403
2025-09-02 16:32:28.504 | INFO     | core.crawler.utils:multi_http_request:44 - remaining=0.00% wait_time=1 requests_list=[('req', 8)]
2025-09-02 16:32:30.737 | WARNING  | core.crawler.utils:multi_http_request:61 - Request failed: request={'url': 'https://leetcode.com/contest/', 'method': 'GET'} status: 403
2025-09-02 16:32:30.756 | INFO     | core.crawler.utils:multi_http_request:44 - remaining=0.00% wait_time=1 requests_list=[('req', 9)]
2025-09-02 16:32:32.978 | WARNING  | core.crawler.utils:multi_http_request:61 - Request failed: request={'url': 'https://leetcode.com/contest/', 'method': 'GET'} status: 403
2025-09-02 16:32:32.979 | ERROR    | core.crawler.utils:multi_http_request:37 - Max retries reached for key='req', request={'url': 'https://leetcode.com/contest/', 'method': 'GET'}
2025-09-02 16:32:32.979 | ERROR    | core.crawler.contests:request_contest_homepage_text:67 - Failed to fetch contest homepage: 'NoneType' object has no attribute 'text'
2025-09-02 16:32:32.980 | ERROR    | core.crawler.contests:request_next_two_contests:76 - Cannot find buildId in homepage HTML
2025-09-02 16:32:32.980 | INFO     | core.crawler.utils:multi_http_request:44 - remaining=0.00% wait_time=0 requests_list=[(1, 0)]
2025-09-02 16:32:34.371 | INFO     | core.crawler.contests:request_past_contests:57 - Fetched 10 past contests across 1 pages
2025-09-02 16:32:34.372 | SUCCESS  | core.handler.contests:multi_upsert_contests:62 - finished
2025-09-02 16:32:38.421 | SUCCESS  | core.handler.contests:multi_upsert_contests:62 - finished
2025-09-02 16:32:38.421 | SUCCESS  | core.utils:async_wrapper:74 - save_recent_and_next_two_contests finished.
2025-09-02 16:33:11.286 | INFO     | core.schedule:dispatch_jobs:110 - Scheduled jobs: dispatch_jobs (trigger: interval[0:01:00], next run at: 2025-09-02 11:04:11 UTC), save_recent_and_next_two_contests (trigger: date[2025-09-02 11:04:11 UTC], next run at: 2025-09-02 11:04:11 UTC), update_last_contests (trigger: date[2025-09-02 11:11:11 UTC], next run at: 2025-09-02 11:11:11 UTC), update_last_contests (trigger: date[2025-09-02 11:12:11 UTC], next run at: 2025-09-02 11:12:11 UTC), update_last_contests (trigger: date[2025-09-02 11:13:11 UTC], next run at: 2025-09-02 11:13:11 UTC)
2025-09-02 16:33:11.286 | INFO     | core.utils:async_wrapper:72 - save_recent_and_next_two_contests starting...
